KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
pda_OSquimO,[b][c][ffffff]Cobalt Moon[-][/c][/b],,,,,,,,[b][c][ffffff]Кобальтовая луна[-][/c][/b],,,,,,,,
pda_O0ma0mi,[c][ff0000][b]Discover 1st Advanced ore deposit[/b][-][/c],,,,,,,,[c][ff0000][b]Откройте для себя первое месторождение усовершенствованной руды[/b][-][/c],,,,,,,,
pda_44404OC,"Cobalt, Titanium and Neodymium are vital in advanced thrusters, weapons and warp technology. Your mission this time is to scout out any undiscovered ore deposits of those types for the UCH Fleet.\n\n[c][ff0000][b]- Applies only to Cobalt, Titanium, Magnesium, Aluminium and Neodymium Ore Deposits -[/b][-][/c]\n[c][ffff00][b]Note:[/b] You must be the first to discover the deposit! Factionmates do not count.[-][/c]",,,,,,,,"Кобальт, Титан и Неодим жизненно важны для современных двигателей, оружия и варп-технологий. Ваша миссия на этот раз — разведать любые неоткрытые месторождения руды этих типов для флота UCH.\n\n[c][ff0000][b]- Применимо только к месторождениям кобальтовых, титановых, магниевых, алюминиевых и неодимовых руд -[/b][-][/c]\n[c][ffff00][b]Примечание:[/b] Вы должны быть первым, кто обнаружит месторождение! Товарищи по фракции не в счет.[-][/c]",,,,,,,,
pda_K0a8aiW,[b][c][ff0000]Discover 2nd Advanced ore deposit[-][/c][/b],,,,,,,,[b][c][ff0000]Откройте для себя второе месторождение продвинутой руды.[-][/c][/b],,,,,,,,
pda_S84a0C9,2/25,,,,,,,,,,,,,,,,
pda_C8W8AqS,[b][c][ff0000]Discover 3rd Advanced ore deposit[-][/c][/b],,,,,,,,[b][c][ff0000]Откройте для себя 3-е продвинутое месторождение руды[-][/c][/b],,,,,,,,
pda_q4UiaaG,3/25,,,,,,,,,,,,,,,,
pda_eeq4MqW,[b][c][ff0000]Discover 4th Advanced ore deposit[-][/c][/b],,,,,,,,[b][c][ff0000]Откройте 4-е месторождение продвинутой руды.[-][/c][/b],,,,,,,,
pda_OOaWGSm,4/25,,,,,,,,,,,,,,,,
pda_iquWuae,[b][c][ff0000]Discover 5th Advanced ore deposit[-][/c][/b],,,,,,,,[b][c][ff0000]Откройте для себя 5-е месторождение продвинутой руды[-][/c][/b],,,,,,,,
pda_uuve87O,5/25,,,,,,,,,,,,,,,,
pda_m4q8uua,[b][c][ffffff]Confirmation[-][/c][/b],,,,,,,,[b][c][ffffff]Подтверждение[-][/c][/b],,,,,,,,
pda_YimqWGK,[c][ffff00][b]Rank-up Conditions have been met![/b][-][/c]\n[c][ffffff]Find a [u]safe place[/u] and open your [b]PDA (F1)[/b] to confirm your change to Rank 3 (Ensign).[-][/c],,,,,,,,[c][ffff00][b]Условия повышения ранга выполнены![/b][-][/c]\n[c][ffffff]Найдите [u]безопасное место[/u] и открой свой [b]КПК (F1)[/b] чтобы подтвердить переход на 3-й ранг (прапорщик).[-][/c],,,,,,,,
pda_eOGTaiq,[c][00ff00][b]Open PDA (F1)[/b][-][/c],,,,,,,,[c][00ff00][b]Открыть КПК (F1)[/b][-][/c],,,,,,,,
pda_CKmOGIu,[c][ffffff]Find a safe place and open your PDA (F1) to complete this objective and confirm your rank up to Rank 3 - Ensign[-][/c],,,,,,,,"[c][ffffff]Найдите безопасное место и откройте КПК (F1), чтобы выполнить эту задачу и подтвердить свой ранг до 3 — прапорщик.[-][/c]",,,,,,,,
pda_a04G80m,"[c][00ff00][b]Class: Engineer - Level 2 (Cadet)[/b][-][/c]\n\n[c][ffffff]You've done well in securing the sites of many of the major resources used in infrastructure and common supply. Enough to contributed to the fleet's continued survival.[-][/c]\n[c][ffffff]What high command needs from you now is to scout out advanced ores used in weapons, thrusters, ammunition and high-strength alloys.[-][/c]\n[c][ffffff][-][/c]\n[c][ffffff][-][/c][c][00ff00][u][b]Rank up conditions:[/b][/u][-][/c]\n[c][ffbb00][b]Discover 25 Advanced ore deposits[/b][-][/c]\n[c][ffffff]Basic ore deposits include: Cobalt, Titanium, Magnesium, Aluminium and Neodymium ore deposits[-][/c]\n\n[c][ffff00][b]Note:[/b] Ore deposits discovered prior to this mission do not count. You must be the first to discover the ore deposit for it to be accepted.[-][/c]\n[c][ff0000][b]- This mission must be active for objectives to be met -[/b][-][/c]",,,,,,,,"[c][00ff00][b]Класс: Инженер — уровень 2 (кадет)[/b][-][/c]\n\n[c][ffffff]Вы преуспели в обеспечении безопасности многих основных ресурсов, используемых в инфраструктуре и коммунальном хозяйстве. Достаточно, чтобы способствовать дальнейшему выживанию флота.[-][/c]\n[c][ffffff]Что сейчас нужно от вас высшему командованию, так это разведка передовых руд, используемых в оружии, двигателях, боеприпасах и высокопрочных сплавах.[-][/c]\n[c][ffffff][-][/c]\n[c][ffffff][-][/c][c][00ff00][u][b]Условия повышения ранга:[/b][/u][-][/c]\n[c][ffbb00][b]Откройте для себя 25 передовых месторождений руды.[/b][-][/c]\n[c][ffffff]Основные рудные месторождения включают: месторождения кобальтовых, титановых, магниевых, алюминиевых и неодимовых руд.[-][/c]\n\n[c][ffff00][b]Примечание:[/b] Месторождения руды, обнаруженные до этой миссии, не учитываются. Чтобы его приняли, вы должны первым обнаружить месторождение руды.[-][/c]\n[c][ff0000][b]- Эта миссия должна быть активной, чтобы цели были достигнуты -[/b][-][/c]",,,,,,,,
pda_K9S4b80,[c][ffffff][b]Cobalt Moon[/b][-][/c],,,,,,,,[c][ffffff][b]Кобальтовая луна[/b][-][/c],,,,,,,,
pda_uKqGGpS,[c][ff0000][b]Discover 6th Advanced ore deposit[/b][-][/c],,,,,,,,[c][ff0000][b]Откройте для себя 6-е месторождение продвинутой руды.[/b][-][/c],,,,,,,,
pda_W0WG4Sa,"Cobalt, Titanium and Neodymium are vital in advanced thrusters, weapons and warp technology. Your mission this time is to scout out any undiscovered ore deposits of those types for the UCH Fleet.\n\n[c][ff0000][b]- Applies only to Cobalt, Titanium, Magnesium, Aluminium and Neodymium Ore Deposits -[/b][-][/c]\n[c][ffff00][b]Note:[/b] You must be the first to discover the deposit! Factionmates do not count.[-][/c]",,,,,,,,"Кобальт, Титан и Неодим жизненно важны для современных двигателей, оружия и варп-технологий. Ваша миссия на этот раз — разведать любые неоткрытые месторождения руды этих типов для флота UCH.\n\n[c][ff0000][b]- Применимо только к месторождениям кобальтовых, титановых, магниевых, алюминиевых и неодимовых руд -[/b][-][/c]\n[c][ffff00][b]Примечание:[/b] Вы должны быть первым, кто обнаружит месторождение! Товарищи по фракции не в счет.[-][/c]",,,,,,,,
pda_YuAi4q4,[b][c][ff0000]Discover 7th Advanced ore deposit[-][/c][/b],,,,,,,,[b][c][ff0000]Откройте для себя 7-е продвинутое месторождение руды[-][/c][/b],,,,,,,,
pda_SCWi0R4,7/25,,,,,,,,,,,,,,,,
pda_keO48a0,[b][c][ff0000]Discover 8th Advanced ore deposit[-][/c][/b],,,,,,,,[b][c][ff0000]Откройте для себя 8-е месторождение продвинутой руды.[-][/c][/b],,,,,,,,
pda_qK8uGKg,8/25,,,,,,,,,,,,,,,,
pda_mO8hiO0,[b][c][ff0000]Discover 9th Advanced ore deposit[-][/c][/b],,,,,,,,[b][c][ff0000]Откройте для себя 9-е продвинутое месторождение руды[-][/c][/b],,,,,,,,
pda_Wea0OKG,9/25,,,,,,,,,,,,,,,,
pda_auKOaQe,[b][c][ff0000]Discover 10th Advanced ore deposit[-][/c][/b],,,,,,,,[b][c][ff0000]Откройте 10-е месторождение продвинутой руды[-][/c][/b],,,,,,,,
pda_eas8Cga,10/25,,,,,,,,,,,,,,,,
pda_OGiGiOi,[c][ffffff][b]Cobalt Moon[/b][-][/c],,,,,,,,[c][ffffff][b]Кобальтовая луна[/b][-][/c],,,,,,,,
pda_ia0K6WG,[c][ff0000][b]Discover 11th Advanced ore deposit[/b][-][/c],,,,,,,,[c][ff0000][b]Откройте для себя 11-е месторождение продвинутой руды[/b][-][/c],,,,,,,,
pda_GmW0mCw,"Cobalt, Titanium and Neodymium are vital in advanced thrusters, weapons and warp technology. Your mission this time is to scout out any undiscovered ore deposits of those types for the UCH Fleet.\n\n[c][ff0000][b]- Applies only to Cobalt, Titanium, Magnesium, Aluminium and Neodymium Ore Deposits -[/b][-][/c]\n[c][ffff00][b]Note:[/b] You must be the first to discover the deposit! Factionmates do not count.[-][/c]",,,,,,,,"Кобальт, Титан и Неодим жизненно важны для современных двигателей, оружия и варп-технологий. Ваша миссия на этот раз — разведать любые неоткрытые месторождения руды этих типов для флота UCH.\n\n[c][ff0000][b]- Применимо только к месторождениям кобальтовых, титановых, магниевых, алюминиевых и неодимовых руд -[/b][-][/c]\n[c][ffff00][b]Примечание:[/b] Вы должны быть первым, кто обнаружит месторождение! Товарищи по фракции не в счет.[-][/c]",,,,,,,,
pda_SS48OmW,[b][c][ff0000]Discover 12th Advanced ore deposit[-][/c][/b],,,,,,,,[b][c][ff0000]Откройте 12-е месторождение продвинутой руды.[-][/c][/b],,,,,,,,
pda_KC08KSq,12/25,,,,,,,,,,,,,,,,
pda_88GGCqG,[b][c][ff0000]Discover 13th Advanced ore deposit[-][/c][/b],,,,,,,,[b][c][ff0000]Откройте 13-е месторождение продвинутой руды.[-][/c][/b],,,,,,,,
pda_JK4CqmC,13/25,,,,,,,,,,,,,,,,
pda_W8q0C4K,[b][c][ff0000]Discover 14th Advanced ore deposit[-][/c][/b],,,,,,,,[b][c][ff0000]Откройте для себя 14-е месторождение продвинутой руды.[-][/c][/b],,,,,,,,
pda_W8CWWSi,14/25,,,,,,,,,,,,,,,,
pda_04s00qK,[b][c][ff0000]Discover 15th Advanced ore deposit[-][/c][/b],,,,,,,,[b][c][ff0000]Откройте для себя 15-е месторождение продвинутой руды[-][/c][/b],,,,,,,,
pda_48euCeK,15/25,,,,,,,,,,,,,,,,
pda_SO4aaW4,[c][ffffff][b]Cobalt Moon[/b][-][/c],,,,,,,,[c][ffffff][b]Кобальтовая луна[/b][-][/c],,,,,,,,
pda_0KCCmK0,[c][ff0000][b]Discover 16th Advanced ore deposit[/b][-][/c],,,,,,,,[c][ff0000][b]Откройте для себя 16-е месторождение продвинутой руды[/b][-][/c],,,,,,,,
pda_uiCeiOG,"Cobalt, Titanium and Neodymium are vital in advanced thrusters, weapons and warp technology. Your mission this time is to scout out any undiscovered ore deposits of those types for the UCH Fleet.\n\n[c][ff0000][b]- Applies only to Cobalt, Titanium, Magnesium, Aluminium and Neodymium Ore Deposits -[/b][-][/c]\n[c][ffff00][b]Note:[/b] You must be the first to discover the deposit! Factionmates do not count.[-][/c]",,,,,,,,"Кобальт, Титан и Неодим жизненно важны для современных двигателей, оружия и варп-технологий. Ваша миссия на этот раз — разведать любые неоткрытые месторождения руды этих типов для флота UCH.\n\n[c][ff0000][b]- Применимо только к месторождениям кобальтовых, титановых, магниевых, алюминиевых и неодимовых руд -[/b][-][/c]\n[c][ffff00][b]Примечание:[/b] Вы должны быть первым, кто обнаружит месторождение! Товарищи по фракции не в счет.[-][/c]",,,,,,,,
pda_mqKCCOw,[b][c][ff0000]Discover 17th Advanced ore deposit[-][/c][/b],,,,,,,,[b][c][ff0000]Откройте для себя 17-е месторождение продвинутой руды[-][/c][/b],,,,,,,,
pda_iYM6W5a,17/25,,,,,,,,,,,,,,,,
pda_F4e0CW4,[b][c][ff0000]Discover 18th Advanced ore deposit[-][/c][/b],,,,,,,,[b][c][ff0000]Откройте для себя 18-е месторождение продвинутой руды[-][/c][/b],,,,,,,,
pda_UetCOOm,18/25,,,,,,,,,,,,,,,,
pda_aqaSd4G,[b][c][ff0000]Discover 19th Advanced ore deposit[-][/c][/b],,,,,,,,[b][c][ff0000]Откройте для себя 19-е месторождение усовершенствованной руды.[-][/c][/b],,,,,,,,
pda_CCKSOKi,19/25,,,,,,,,,,,,,,,,
pda_u8e8BSW,[b][c][ff0000]Discover 20th Advanced ore deposit[-][/c][/b],,,,,,,,[b][c][ff0000]Откройте для себя 20-е месторождение продвинутой руды[-][/c][/b],,,,,,,,
pda_mqahKii,20/25,,,,,,,,,,,,,,,,
pda_iOCaSGm,[c][ffffff][b]Cobalt Moon[/b][-][/c],,,,,,,,[c][ffffff][b]Кобальтовая луна[/b][-][/c],,,,,,,,
pda_KAsCaie,[c][ff0000][b]Discover 21st Advanced ore deposit[/b][-][/c],,,,,,,,[c][ff0000][b]Откройте для себя 21-е месторождение усовершенствованной руды[/b][-][/c],,,,,,,,
pda_4uuqi8W,"Cobalt, Titanium and Neodymium are vital in advanced thrusters, weapons and warp technology. Your mission this time is to scout out any undiscovered ore deposits of those types for the UCH Fleet.\n\n[c][ff0000][b]- Applies only to Cobalt, Titanium, Magnesium, Aluminium and Neodymium Ore Deposits -[/b][-][/c]\n[c][ffff00][b]Note:[/b] You must be the first to discover the deposit! Factionmates do not count.[-][/c]",,,,,,,,"Кобальт, Титан и Неодим жизненно важны для современных двигателей, оружия и варп-технологий. Ваша миссия на этот раз — разведать любые неоткрытые месторождения руды этих типов для флота UCH.\n\n[c][ff0000][b]- Применимо только к месторождениям кобальтовых, титановых, магниевых, алюминиевых и неодимовых руд -[/b][-][/c]\n[c][ffff00][b]Примечание:[/b] Вы должны быть первым, кто обнаружит месторождение! Товарищи по фракции не в счет.[-][/c]",,,,,,,,
pda_CGOSar8,[b][c][ff0000]Discover 22nd Advanced ore deposit[-][/c][/b],,,,,,,,[b][c][ff0000]Откройте для себя 22-е месторождение продвинутой руды.[-][/c][/b],,,,,,,,
pda_iCe40YG,22/25,,,,,,,,,,,,,,,,
pda_m4iaOOK,[b][c][ff0000]Discover 23rd Advanced ore deposit[-][/c][/b],,,,,,,,[b][c][ff0000]Откройте 23-е месторождение продвинутой руды[-][/c][/b],,,,,,,,
pda_OU0Su4K,23/25,,,,,,,,,,,,,,,,
pda_qkSmiqq,[b][c][ff0000]Discover 24th Advanced ore deposit[-][/c][/b],,,,,,,,[b][c][ff0000]Откройте для себя 24-е месторождение продвинутой руды[-][/c][/b],,,,,,,,
pda_Km0Wi9C,24/25,,,,,,,,,,,,,,,,
pda_qO1m0iI,[b][c][ff0000]Discover 25th Advanced ore deposit[-][/c][/b],,,,,,,,[b][c][ff0000]Откройте для себя 25-е месторождение продвинутой руды[-][/c][/b],,,,,,,,
pda_eq0SKKE,25/25,,,,,,,,,,,,,,,,
pda_8iiT8Ga,[c][00ff00][b]Main Class: Engineer - Level 3[/b][-][/c],,,,,,,,[c][00ff00][b]Основной класс: Инженер — уровень 3[/b][-][/c],,,,,,,,
pda_mq44qeu,"[c][00ff00][b]Class: Engineer - Level 3 (Ensign)[/b][-][/c]\n\n[c][ffffff]A major in-route for the supply of the fleet with vital metals has been established thanks to your tireless efforts. There remains only the need for the highest quality and exotic of materials now.[-][/c]\n[c][ffffff]Zascosium and Erestrum are native to this galaxy and don't appear to be found anywhere in our own. They're vital for the development of energy weapons and stronger shields, but because of that they're usually heavily guarded by the Zirax Empire.[-][/c]\n[c][ffffff]Sathium is more common and used in high-strength alloys used in armor plating.[-][/c]\n[c][ffffff][-][/c]\n[c][ffffff][-][/c][c][00ff00][u][b]Rank up conditions:[/b][/u][-][/c]\n[c][ffbb00][b]Discover 20 Quality ore deposits [u]in order[/u][/b][-][/c]\n[c][ffffff]Quality ore deposits include: 5 Zascosium, Erestrum and 10 Sathium ore deposits[-][/c]\n\n[c][ffff00][b]Note:[/b] Ore deposits discovered prior to this mission do not count. You must be the first to discover the ore deposit for it to be accepted.[-][/c]\n[c][ff0000][b]- This mission must be active for objectives to be met -[/b][-][/c]",,,,,,,,"[c][00ff00][b]Класс: Инженер — уровень 3 (прапорщик)[/b][-][/c]\n\n[c][ffffff]Благодаря Вашим неустанным усилиям налажен крупный маршрут снабжения флота жизненно важными металлами. Осталась сейчас только потребность в самых качественных и экзотичных материалах.[-][/c]\n[c][ffffff]Заскозиум и Эреструм обитают в этой галактике и, похоже, не встречаются нигде в нашей. Они жизненно важны для разработки энергетического оружия и более сильных щитов, но из-за этого их обычно тщательно охраняет Империя Зиракс.[-][/c]\n[c][ffffff]Сатий более распространен и используется в высокопрочных сплавах, используемых в броне.[-][/c]\n[c][ffffff][-][/c]\n[c][ffffff][-][/c][c][00ff00][u][b]Условия повышения ранга:[/b][/u][-][/c]\n[c][ffbb00][b]Откройте для себя 20 месторождений качественной руды [u]в порядке[/u][/b][-][/c]\n[c][ffffff]Месторождения качественных руд включают: 5 месторождений Заскозиум, Эреструм и 10 месторождений Сатиум.[-][/c]\n\n[c][ffff00][b]Примечание:[/b] Месторождения руды, обнаруженные до этой миссии, не учитываются. Чтобы его приняли, вы должны первым обнаружить месторождение руды.[-][/c]\n[c][ff0000][b]- Эта миссия должна быть активной, чтобы цели были достигнуты -[/b][-][/c]",,,,,,,,
pda_i0kuUOe,[c][ffffff][b]Red Metal[/b][-][/c],,,,,,,,[c][ffffff][b]Красный Металл[/b][-][/c],,,,,,,,
pda_CWGuMGi,[c][ff0000][b]Discover 1st Zascosium deposit[/b][-][/c],,,,,,,,[c][ff0000][b]Откройте для себя первое месторождение Заскозия[/b][-][/c],,,,,,,,
pda_4mKe0Si,"Zascosium is a highly reflective but brittle metal with a high level of electrical conductivity. In it's elemental form, it's often used in the barrels of laser weapons as well as chaff countermeasures to confuse both optical tracking as well as a means of intercepting laser weapons.\n\n[c][ff0000][b]- Applies only to Zascosium Ore Deposits -[/b][-][/c]\n[c][ffff00][b]Note:[/b] You must be the first to discover the deposit! Factionmates do not count.[-][/c]",,,,,,,,"Заскозий — высокоотражающий, но хрупкий металл с высоким уровнем электропроводности. В своей элементарной форме он часто используется в стволах лазерного оружия, а также в качестве средств противодействия соломе, чтобы сбить с толку как оптическое слежение, так и средства перехвата лазерного оружия.\n\n[c][ff0000][b]- Применяется только к месторождениям Заскозиевой руды -[/b][-][/c]\n[c][ffff00][b]Примечание:[/b] Вы должны быть первым, кто обнаружит месторождение! Товарищи по фракции не в счет.[-][/c]",,,,,,,,
pda_aq8q8Su,[c][ff0000][b]Discover 2nd Zascosium deposit[/b][-][/c],,,,,,,,[c][ff0000][b]Откройте для себя второе месторождение Заскозия[/b][-][/c],,,,,,,,
pda_GiKK448,2/20,,,,,,,,,,,,,,,,
pda_0OG0mqG,[c][ff0000][b]Discover 3rd Zascosium deposit[/b][-][/c],,,,,,,,[c][ff0000][b]Откройте для себя 3-е месторождение Заскозия[/b][-][/c],,,,,,,,
pda_q8G0SSO,3/20,,,,,,,,,,,,,,,,
pda_GiqmSm8,[c][ff0000][b]Discover 4th Zascosium deposit[/b][-][/c],,,,,,,,[c][ff0000][b]Откройте для себя 4-е месторождение Заскозия[/b][-][/c],,,,,,,,
pda_iqOCK88,4/20,,,,,,,,,,,,,,,,
pda_KGaOqui,[c][ff0000][b]Discover 5th Zascosium deposit[/b][-][/c],,,,,,,,[c][ff0000][b]Откройте для себя 5-е месторождение Заскозия[/b][-][/c],,,,,,,,
pda_0mSimCq,5/20,,,,,,,,,,,,,,,,
pda_b8WCSGC,[c][ffffff][b]Beryllium Skies[/b][-][/c],,,,,,,,[c][ffffff][b]Бериллиевые небеса[/b][-][/c],,,,,,,,
pda_Xuqm0s0,[b][c][00bb00]Discover 1st Erestrum deposit[-][/c][/b],,,,,,,,[b][c][00bb00]Откройте для себя первое месторождение Эреструма[-][/c][/b],,,,,,,,
pda_K8OfQWi,"Erestrum is a lustrous, radioactive, green metal with high conductivity of both thermal, electrical and magnetic properties.\nAlone, it's used to produce the majority of plasma ammunition due to the characteristics of being susceptible to magnetic fields and easily heated beyond the vaporization point.\nTypically it's alloyed with Zascosium to stabilize the strength and thermal conductivity to make it vital in high-power electronics and superconductors.\n\n[c][ff0000][b]- Applies only to Erestrum Ore Deposits -[/b][-][/c]\n[c][ffff00][b]Note:[/b] You must be the first to discover the deposit! Factionmates do not count.[-][/c]",,,,,,,,"Эреструм — блестящий радиоактивный зеленый металл с высокой проводимостью как тепловых, электрических, так и магнитных свойств.\nВ одиночку он используется для производства большинства плазменных боеприпасов из-за его восприимчивости к магнитным полям и легкого нагревания за пределы точки испарения.\nОбычно его сплавляют с заскозием для стабилизации прочности и теплопроводности, что делает его незаменимым в мощной электронике и сверхпроводниках.\n\n[c][ff0000][b]- Применяется только к рудным месторождениям Эреструм -[/b][-][/c]\n[c][ffff00][b]Примечание:[/b] Вы должны быть первым, кто обнаружит месторождение! Товарищи по фракции не в счет.[-][/c]",,,,,,,,
pda_CK004aC,[b][c][00bb00]Discover 2nd Erestrum deposit[-][/c][/b],,,,,,,,[b][c][00bb00]Откройте для себя второе месторождение Эреструма[-][/c][/b],,,,,,,,
pda_81KaW0G,7/20,,,,,,,,,,,,,,,,
pda_qHbaC4s,[b][c][00bb00]Discover 3rd Erestrum deposit[-][/c][/b],,,,,,,,[b][c][00bb00]Откройте для себя третье месторождение Эреструма[-][/c][/b],,,,,,,,
pda_0aW4MOe,8/20,,,,,,,,,,,,,,,,
pda_SK8KWOq,[b][c][00bb00]Discover 4th Erestrum deposit[-][/c][/b],,,,,,,,[b][c][00bb00]Откройте для себя 4-е месторождение Эреструма[-][/c][/b],,,,,,,,
pda_WuqimGC,9/20,,,,,,,,,,,,,,,,
pda_Ge8040K,[c][00bb00][b]Discover 5th Erestrum deposit[/b][-][/c],,,,,,,,[c][00bb00][b]Откройте для себя 5-е месторождение Эреструма[/b][-][/c],,,,,,,,
pda_WmuKW0e,10/20,,,,,,,,,,,,,,,,
pda_i0c4SeW,[c][ffffff][b]Heavy Metal[/b][-][/c],,,,,,,,[c][ffffff][b]Хэви-метал[/b][-][/c],,,,,,,,
pda_K0C0CG0,[c][ffff00][b]Discover 1st Sathium deposit[/b][-][/c],,,,,,,,[c][ffff00][b]Откройте для себя первое месторождение Сатиума[/b][-][/c],,,,,,,,
pda_ue0Rq0W,"Sathium is a strong, heavy metal with a high radiation modulus cross-section that makes it ideal for armor in the radioactive void of space, since it allows it a superior degree of radiation protection.\nThe hardness of sathium when alloyed with certain steel alloys produces a plating material stronger and more abundant than Tungsten Steel with many of the same properties, making it suitable for kinetic and penetrating weapons.\nThe only downside is that like lead radiation shielding it has the tendency to become radioactive after several years of exposure to radiation, requiring replacement.\n\n[c][ff0000][b]- Applies only to Sathium Ore Deposits -[/b][-][/c]\n[c][ffff00][b]Note:[/b] You must be the first to discover the deposit! Factionmates do not count.[-][/c]",,,,,,,,"Сатий — прочный тяжелый металл с высоким поперечным модулем радиации, что делает его идеальным для брони в радиоактивной пустоте космоса, поскольку он обеспечивает превосходную степень радиационной защиты.\nТвердость сатия при легировании некоторыми стальными сплавами позволяет получить более прочный и распространенный материал покрытия, чем вольфрамовая сталь, со многими из тех же свойств, что делает его пригодным для кинетического и проникающего оружия.\nЕдинственным недостатком является то, что, как и свинцовая радиационная защита, она имеет тенденцию становиться радиоактивной после нескольких лет воздействия радиации, что требует замены.\n\n[c][ff0000][b]- Применяется только к месторождениям сатиевой руды -[/b][-][/c]\n[c][ffff00][b]Примечание:[/b] Вы должны быть первым, кто обнаружит месторождение! Товарищи по фракции не в счет.[-][/c]",,,,,,,,
pda_WW48SG0,[c][ffff00][b]Discover 2nd Sathium deposit[/b][-][/c],,,,,,,,[c][ffff00][b]Откройте для себя второе месторождение Сатиума[/b][-][/c],,,,,,,,
pda_qIiOiUC,12/20,,,,,,,,,,,,,,,,
pda_e0O08am,[b][c][ffff00]Discover 3rd Sathium deposit[-][/c][/b],,,,,,,,[b][c][ffff00]Откройте для себя третье месторождение Сатиума[-][/c][/b],,,,,,,,
pda_emGKqGu,13/20,,,,,,,,,,,,,,,,
pda_WOa4C8O,[b][c][ffff00]Discover 4th Sathium deposit[-][/c][/b],,,,,,,,[b][c][ffff00]Откройте для себя 4-е месторождение Сатиума[-][/c][/b],,,,,,,,
pda_CK8OSq8,14/20,,,,,,,,,,,,,,,,
pda_GSiWK44,[b][c][ffff00]Discover 5th Sathium deposit[-][/c][/b],,,,,,,,[b][c][ffff00]Откройте для себя 5-е месторождение Сатиума[-][/c][/b],,,,,,,,
pda_OC0iuGm,15/20,,,,,,,,,,,,,,,,
pda_Sq4SKa0,[c][ffffff][b]Confirmation[/b][-][/c],,,,,,,,[c][ffffff][b]Подтверждение[/b][-][/c],,,,,,,,
pda_0GaSuuS,[c][ffff00][b]Rank-up Conditions have been met![/b][-][/c]\n[c][ffffff]Find a [u]safe place[/u] and open your [b]PDA (F1)[/b] to confirm your change to Rank 4 (Lieutenant).[-][/c],,,,,,,,[c][ffff00][b]Условия повышения ранга выполнены![/b][-][/c]\n[c][ffffff]Найдите [u]безопасное место[/u] и открой свой [b]КПК (F1)[/b] чтобы подтвердить переход на 4-й ранг (лейтенант).[-][/c],,,,,,,,
pda_WGOq4Wu,[b][c][00ff00]Open PDA (F1)[-][/c][/b],,,,,,,,[b][c][00ff00]Открыть КПК (F1)[-][/c][/b],,,,,,,,
pda_uamU8m0,[c][ffffff]Find a safe place and open your PDA (F1) to complete this objective and confirm your rank up to Rank 4 - Lieutenant[-][/c],,,,,,,,"[c][ffffff]Найдите безопасное место и откройте КПК (F1), чтобы выполнить эту задачу и подтвердить свое звание до 4-го — Лейтенант.[-][/c]",,,,,,,,
pda_e5OumiH,"[c][00ff00][b]Class: Engineer - Level 3 (Ensign)[/b][-][/c]\n[c][00ff00][b][/b][-][/c]\n[c][00ff00][b][/b][-][/c][c][ffffff]A major in-route for the supply of the fleet with vital metals has been established thanks to your tireless efforts. There remains only the need for the highest quality and exotic of materials now.[-][/c]\n[c][ffffff]Zascosium and Erestrum are native to this galaxy and don't appear to be found anywhere in our own. They're vital for the development of energy weapons and stronger shields, but because of that they're usually heavily guarded by the Zirax Empire.[-][/c]\n[c][ffffff]Sathium is more common and used in high-strength alloys used in armor plating.[-][/c]\n[c][ffffff][-][/c]\n[c][00ff00][u][b]Rank up conditions:[/b][/u][-][/c]\n[c][ffbb00][b]Discover 20 Basic ore deposits [u]in order[/u][/b][-][/c]\n[c][ffffff]Basic ore deposits include: 5 Zascosium, Erestrum and 10 Sathium ore deposits[-][/c]\n\n[c][ffff00][b]Note:[/b] Ore deposits discovered prior to this mission do not count. You must be the first to discover the ore deposit for it to be accepted.[-][/c]\n[c][ff0000][b]- This mission must be active for objectives to be met -[/b][-][/c]",,,,,,,,"[c][00ff00][b]Класс: Инженер — уровень 3 (прапорщик)[/b][-][/c]\n[c][00ff00][b][/b][-][/c]\n[c][00ff00][b][/b][-][/c][c][ffffff]Благодаря Вашим неустанным усилиям налажен крупный маршрут снабжения флота жизненно важными металлами. Осталась сейчас только потребность в самых качественных и экзотичных материалах.[-][/c]\n[c][ffffff]Заскозиум и Эреструм обитают в этой галактике и, похоже, не встречаются нигде в нашей. Они жизненно важны для разработки энергетического оружия и более сильных щитов, но из-за этого их обычно тщательно охраняет Империя Зиракс.[-][/c]\n[c][ffffff]Сатий более распространен и используется в высокопрочных сплавах, используемых в броне.[-][/c]\n[c][ffffff][-][/c]\n[c][00ff00][u][b]Условия повышения ранга:[/b][/u][-][/c]\n[c][ffbb00][b]Откройте для себя 20 месторождений основных руд. [u]в порядке[/u][/b][-][/c]\n[c][ffffff]Основные рудные месторождения включают: 5 рудных месторождений Заскозиум, Эреструм и 10 рудных месторождений Сатиум.[-][/c]\n\n[c][ffff00][b]Примечание:[/b] Месторождения руды, обнаруженные до этой миссии, не учитываются. Чтобы его приняли, вы должны первым обнаружить месторождение руды.[-][/c]\n[c][ff0000][b]- Эта миссия должна быть активной, чтобы цели были достигнуты -[/b][-][/c]",,,,,,,,
pda_uSq00mK,[c][ffffff][b]Heavy Metal[/b][-][/c],,,,,,,,[c][ffffff][b]Хэви-метал[/b][-][/c],,,,,,,,
