KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
dialogue_4Gimd2M,<size=125%><color=#00ff00><b>Extract Raw Exploration Data</b></color></size>,,,,,,,,<size=125%><color=#00ff00><b>Извлечение необработанных данных разведки</b></color></size>,,,,,,,,
dialogue_CSi2mO4,<size=125%><color=#00ff00><b>Extract Geological Survey Data</b></color></size>,,,,,,,,<size=125%><color=#00ff00><b>Извлечение данных геологических исследований</b></color></size>,,,,,,,,
dialogue_K4Nv0a4,<size=125%><color=#00ff00><b>Extract Atmospheric Data</b></color></size>,,,,,,,,<size=125%><color=#00ff00><b>Извлечение данных об атмосфере</b></color></size>,,,,,,,,
dialogue_W8GWG4k,<size=125%><color=#00ff00><b>Extract Astronomical Data</b></color></size>,,,,,,,,<size=125%><color=#00ff00><b>Извлечение астрономических данных</b></color></size>,,,,,,,,
dialogue_COueGeO,<size=125%><color=#00ff00><b>Extract Planetary Resource Data</b></color></size>,,,,,,,,<size=125%><color=#00ff00><b>Извлечение данных о планетарных ресурсах</b></color></size>,,,,,,,,
dialogue_Gq8ve0K,<u><color=#ffae00><b>NavalCommunications/MilNET/TerminalMain/Display</b></color></u>@w2\n<size=125%><color=#6bd600><b>< Valid Keycard Detected ></b></color></size> @w3\n<color=#ffffff>Preparing to upload stored data to Network</color>\n<color=#ffffff>Would you like to proceed?</color>,,,,,,,,<u><color=#ffae00><b>NavalCommunications/MilNET/TerminalMain/Display</b></color></u>@w2\n<size=125%><color=#6bd600><b>< Обнаружена действительная карта-ключ ></b></color></size> @w3\n<color=#ffffff>Подготовка к загрузке сохраненных данных в сеть</color>\n<color=#ffffff>Хотите продолжить?</color>,,,,,,,,
dialogue_WJa4eSi,<b><color=#2eafff>Download to External Device</color></b>,,,,,,,,<b><color=#2eafff>Загрузить на внешнее устройство</color></b>,,,,,,,,
dialogue_WCuSSWq,<u><color=#ffae00><b>NavalCommunications/MilNET/TerminalMain/Display</b></color></u>@w2\n<size=125%><color=#ff0000><b>< WARN !! > Unauthorized Download</b></color></size> @w3\n<color=#ffee00>You are not authorized to download files to an external device with your current security clearance.</color>\n<size=125%><color=#ff0000><b>ACCESS DENIED</b></color></size>,,,,,,,,<u><color=#ffae00><b>NavalCommunications/MilNET/TerminalMain/Display</b></color></u>@w2\n<size=125%><color=#ff0000><b>< ВНИМАНИЕ !! > Несанкционированная загрузка</b></color></size> @w3\n<color=#ffee00>При вашем текущем уровне допуска вы не имеете права загружать файлы на внешнее устройство.</color>\n<size=125%><color=#ff0000><b>ДОСТУП ЗАПРЕЩЕН</b></color></size>,,,,,,,,
dialogue_a4e48me,<b><color=#6bd600>Override Security Protocols</color></b>,,,,,,,,<b><color=#6bd600>Переопределить протоколы безопасности</color></b>,,,,,,,,
dialogue_2S8WqOS,<u><b><color=#00ff00>StellarObservatory/SIGMA/TerminalMain/Display</color></b></u>@w2\n<size=125%><color=#6bd600><b>< Valid Keycard Detected ></b></color></size> @w3\n<color=#ffffff>Preparing to upload stored data to Network</color>\n<color=#ffffff>Would you like to proceed?</color>,,,,,,,,<u><b><color=#00ff00>StellarObservatory/SIGMA/TerminalMain/Display</color></b></u>@w2\n<size=125%><color=#6bd600><b>< Обнаружена действительная карта-ключ ></b></color></size> @w3\n<color=#ffffff>Подготовка к загрузке сохраненных данных в сеть</color>\n<color=#ffffff>Хотите продолжить?</color>,,,,,,,,
dialogue_4aG4aQ8,<b><color=#2eafff>Download to External Device</color></b>,,,,,,,,<b><color=#2eafff>Загрузить на внешнее устройство</color></b>,,,,,,,,
dialogue_0WCK00i,<u><b><color=#00ff00>StellarObservatory/SIGMA/TerminalMain/Display</color></b></u>@w2\n<size=125%><color=#ff0000><b>< WARN !! > Unauthorized Download</b></color></size> @w3\n<color=#ffee00>You are not authorized to download files to an external device with your current security clearance.</color>\n<size=125%><color=#ff0000><b>ACCESS DENIED</b></color></size>,,,,,,,,<u><b><color=#00ff00>StellarObservatory/SIGMA/TerminalMain/Display</color></b></u>@w2\n<size=125%><color=#ff0000><b>< ВНИМАНИЕ !! > Несанкционированная загрузка</b></color></size> @w3\n<color=#ffee00>При вашем текущем уровне допуска вы не имеете права загружать файлы на внешнее устройство.</color>\n<size=125%><color=#ff0000><b>ДОСТУП ЗАПРЕЩЕН</b></color></size>,,,,,,,,
dialogue_iq8sGmK,<b><color=#6bd600>Override Security Protocols</color></b>,,,,,,,,<b><color=#6bd600>Переопределить протоколы безопасности</color></b>,,,,,,,,
dialogue_SoaWimK,Research Console,,,,,,,,Исследовательская консоль,,,,,,,,
dialogue_iu0eWGi,"<u><b><color=#00ffaa>Dion3Labs/Research/TerminalMain/Display</color></b></u>@w2\n<color=#ffffff>System has accumulated </color><color=#00ffee>17,820</color><color=#ffffff> new data files</color>@w1\n<color=#ffffff>RunTime =</color> <color=#00ffee>3270472.60</color> <color=#ff5c5c>(Elapsed: 18337 since last backup)</color>@w1\n<color=#ffffff>Files awaiting transfer:</color> <color=#00ffee>8803</color>@w1\n<b><color=#ffee00>< Insert valid access card ></color></b>",,,,,,,,"<u><b><color=#00ffaa>Dion3Labs/Research/TerminalMain/Display</color></b></u>@w2\n<color=#ffffff>В системе накопилось </color><color=#00ffee>17 820</color><color=#ffffff> новых файлов данных.</color>@w1\n<color=#ffffff>RunTime =</color> <color=#00ffee>3270472.60</color> <color=#ff5c5c>(Прошло: 18337 с момента последнего резервного копирования)</color>@w1\n<color=#ffffff>Файлы, ожидающие передачи:</color> <color=#00ffee>8803</color>@w1\n<b><color=#ffee00>< Вставьте действительную карту доступа ></color></b>",,,,,,,,
dialogue_aWKCqaU,<b><color=#6bd600>Insert Keycard</color></b> <color=#ff5c5c>(Card is consumed)</color>,,,,,,,,<b><color=#6bd600>Вставьте ключ-карту</color></b> <color=#ff5c5c>(Карта израсходована)</color>,,,,,,,,
dialogue_SgGJuSC,<b><color=#ff0000>Initiate Hacking Attempt</color></b>,,,,,,,,<b><color=#ff0000>Начать попытку взлома</color></b>,,,,,,,,
dialogue_miOpimm,<b><color=#ffee00>Ask IDA for help</color></b>,,,,,,,,<b><color=#ffee00>Обратитесь за помощью к МАР</color></b>,,,,,,,,
dialogue_WmecaiO,<b><color=#ffffff>Exit Terminal</color></b>,,,,,,,,<b><color=#ffffff>Выход из терминала</color></b>,,,,,,,,
dialogue_4COieoW,<size=200%><color=#6bd600><b><u>ACCESS GRANTED</u></b></color></size> @w3\n<b><color=#ffee00>< Extracting accumulated data from system ></color></b>@w3\n<b><color=#2eafff>COMPILING DOWNLOAD @w2. @w2. @w2.</color></b> @w4\n<size=125%><color=#ffffff><b>< Download Complete !! ></b></color></size>,,,,,,,,<size=200%><color=#6bd600><b><u>ДОСТУП ПРЕДОСТАВЛЕН</u></b></color></size> @w3\n<b><color=#ffee00><Извлечение накопленных данных из системы ></color></b>@w3\n<b><color=#2eafff>СОСТАВЛЯЕМ ЗАГРУЗКУ @w2. @w2. @w2.</color></b> @w4\n<size=125%><color=#ffffff><b>< Загрузка завершена !! ></b></color></size>,,,,,,,,
dialogue_GWWqRi1,<size=125%><color=#00ffaa><b>Extract Raw Scientific Data</b></color></size>,,,,,,,,<size=125%><color=#00ffaa><b>Извлечение необработанных научных данных</b></color></size>,,,,,,,,
dialogue_jVq400G,<size=125%><color=#00ffaa><b>Extract Biological Data</b></color></size>,,,,,,,,<size=125%><color=#00ffaa><b>Извлечение биологических данных</b></color></size>,,,,,,,,
dialogue_w8mWOaC,<size=125%><color=#00ffaa><b>Extract Material Data</b></color></size>,,,,,,,,<size=125%><color=#00ffaa><b>Извлечение данных о материале</b></color></size>,,,,,,,,
dialogue_eumawqS,<size=125%><color=#00ffaa><b>Extract Archeological Data</b></color></size>,,,,,,,,<size=125%><color=#00ffaa><b>Извлечение археологических данных</b></color></size>,,,,,,,,
dialogue_SK0KKS4,<size=125%><color=#00ffaa><b>Extract Anomalous Data</b></color></size>,,,,,,,,<size=125%><color=#00ffaa><b>Извлечение аномальных данных</b></color></size>,,,,,,,,
dialogue_CmWmaiG,<color=#00ffaa><u><b>Dion3Labs/Research/</b></u><u><b>TerminalMain/Display</b></u></color>@w2\n<size=125%><color=#6bd600><b>< Valid Keycard Detected ></b></color></size> @w3\n<color=#ffffff>Preparing to upload stored data to Network</color>\n<color=#ffffff>Would you like to proceed?</color>,,,,,,,,<color=#00ffaa><u><b>Dion3Labs/Research/</b></u><u><b>TerminalMain/Display</b></u></color>@w2\n<size=125%><color=#6bd600><b>< Обнаружена действительная карта-ключ ></b></color></size> @w3\n<color=#ffffff>Подготовка к загрузке сохраненных данных в сеть</color>\n<color=#ffffff>Хотите продолжить?</color>,,,,,,,,
dialogue_KWuUGwK,<b><color=#2eafff>Download to External Device</color></b>,,,,,,,,<b><color=#2eafff>Загрузить на внешнее устройство</color></b>,,,,,,,,
dialogue_WiCSKKV,<color=#00ffaa><u><b>Dion3Labs/Research/</b></u><u><b>TerminalMain/Display</b></u></color>@w2\n<size=125%><color=#ff0000><b>< WARN !! > Unauthorized Download</b></color></size> @w3\n<color=#ffee00>You are not authorized to download files to an external device with your current security clearance.</color>\n<size=125%><color=#ff0000><b>ACCESS DENIED</b></color></size>,,,,,,,,<color=#00ffaa><u><b>Dion3Labs/Research/</b></u><u><b>TerminalMain/Display</b></u></color>@w2\n<size=125%><color=#ff0000><b>< ВНИМАНИЕ !! > Несанкционированная загрузка</b></color></size> @w3\n<color=#ffee00>При вашем текущем уровне допуска вы не имеете права загружать файлы на внешнее устройство.</color>\n<size=125%><color=#ff0000><b>ДОСТУП ЗАПРЕЩЕН</b></color></size>,,,,,,,,
dialogue_8COS08m,<b><color=#6bd600>Override Security Protocols</color></b>,,,,,,,,<b><color=#6bd600>Переопределить протоколы безопасности</color></b>,,,,,,,,
dialogue_0uqqWKi,Security Console,,,,,,,,Консоль безопасности,,,,,,,,
dialogue_qqKbaeu,"<u><color=#ffae00><b>HostileApparatusPMC/PolSec/TerminalMain/Display</b></color></u>@w2\n<color=#ffffff>System has accumulated </color><color=#00ffee>22,807</color><color=#ffffff> new data files</color>@w1\n<color=#ffffff>RunTime =</color> <color=#00ffee>2029131.27</color> <color=#ff5c5c>(Elapsed: 16081 since last backup)</color>@w1\n<color=#ffffff>Files awaiting transfer:</color> <color=#00ffee>5877</color>@w1\n<b><color=#ffee00>< Insert valid access card ></color></b>",,,,,,,,"<u><color=#ffae00><b>HostileApparatusPMC/PolSec/TerminalMain/Display</b></color></u>@w2\n<color=#ffffff>В системе накопилось </color><color=#00ffee>22 807</color><color=#ffffff> новых файлов данных.</color>@w1\n<color=#ffffff>RunTime =</color> <color=#00ffee>2029131.27</color> <color=#ff5c5c>(Прошло: 16081 с момента последнего резервного копирования)</color>@w1\n<color=#ffffff>Файлы, ожидающие передачи: </color> <color=#00ffee>5877</color>@w1\n<b><color=#ffee00>< Вставьте действительную карту доступа ></color></b>",,,,,,,,
dialogue_4aKGaWu,<b><color=#6bd600>Insert Keycard</color></b> <color=#ff5c5c>(Card is consumed)</color>,,,,,,,,<b><color=#6bd600>Вставьте ключ-карту</color></b> <color=#ff5c5c>(Карта израсходована)</color>,,,,,,,,
dialogue_mOCWaqG,<b><color=#ff0000>Initiate Hacking Attempt</color></b>,,,,,,,,<b><color=#ff0000>Начать попытку взлома</color></b>,,,,,,,,
dialogue_46iO8Cm,<b><color=#ffee00>Ask IDA for help</color></b>,,,,,,,,<b><color=#ffee00>Обратитесь за помощью к МАР</color></b>,,,,,,,,
dialogue_aQCK00C,<b><color=#ffffff>Exit Terminal</color></b>,,,,,,,,<b><color=#ffffff>Выход из терминала</color></b>,,,,,,,,
dialogue_ea48WM4,<size=200%><color=#6bd600><b><u>ACCESS GRANTED</u></b></color></size> @w3\n<b><color=#ffee00>< Extracting accumulated data from system ></color></b>@w3\n<b><color=#2eafff>COMPILING DOWNLOAD @w2. @w2. @w2.</color></b> @w4\n<size=125%><color=#ffffff><b>< Download Complete !! ></b></color></size>,,,,,,,,<size=200%><color=#6bd600><b><u>ДОСТУП ПРЕДОСТАВЛЕН</u></b></color></size> @w3\n<b><color=#ffee00><Извлечение накопленных данных из системы ></color></b>@w3\n<b><color=#2eafff>СОСТАВЛЯЕМ ЗАГРУЗКУ @w2. @w2. @w2.</color></b> @w4\n<size=125%><color=#ffffff><b>< Загрузка завершена !! ></b></color></size>,,,,,,,,
dialogue_Su84wKk,<size=125%><color=#ff0000><b>Extract Solar Activity Data</b></color></size>,,,,,,,,<size=125%><color=#ff0000><b>Извлечение данных о солнечной активности</b></color></size>,,,,,,,,
dialogue_GaqWe6O,<size=125%><color=#ff0000><b>Extract Navigation Data</b></color></size>,,,,,,,,<size=125%><color=#ff0000><b>Извлечение навигационных данных</b></color></size>,,,,,,,,
dialogue_TmW2CGS,<size=125%><color=#ff0000><b>Extract Space Anomaly Data</b></color></size>,,,,,,,,<size=125%><color=#ff0000><b>Извлечение данных о космических аномалиях</b></color></size>,,,,,,,,
dialogue_G00m8CD,<size=125%><color=#ff0000><b>Extract Warp Signatures Data</b></color></size>,,,,,,,,<size=125%><color=#ff0000><b>Извлечение данных сигнатур деформации</b></color></size>,,,,,,,,
dialogue_Cuu4iaG,<size=125%><color=#ff0000><b>Extract Weapon Signatures Data</b></color></size>,,,,,,,,<size=125%><color=#ff0000><b>Извлечение данных сигнатур оружия</b></color></size>,,,,,,,,
dialogue_eWi4OWi,<u><color=#ffae00><b>HostileApparatusPMC/PolSec</b></color></u><u><color=#ffae00><b>/TerminalMain/Display</b></color></u>@w2\n<size=125%><color=#6bd600><b>< Valid Keycard Detected ></b></color></size> @w3\n<color=#ffffff>Preparing to upload stored data to Network</color>\n<color=#ffffff>Would you like to proceed?</color>,,,,,,,,<u><color=#ffae00><b>HostileApparatusPMC/PolSec</b></color> </u><u><color=#ffae00><b>/TerminalMain/Display</b></color></u>@w2\n<size=125%><color=#6bd600><b>< Обнаружена действительная карта-ключ ></b></color></size> @w3\n<color=#ffffff>Подготовка к загрузке сохраненных данных в сеть</color>\n<color=#ffffff>Хотите продолжить?</color>,,,,,,,,
dialogue_cGWK64a,<b><color=#2eafff>Download to External Device</color></b>,,,,,,,,<b><color=#2eafff>Загрузить на внешнее устройство</color></b>,,,,,,,,
dialogue_08vGwqu,<u><color=#ffae00><b>HostileApparatusPMC/PolSec</b></color></u><u><color=#ffae00><b>/TerminalMain/Display</b></color></u>@w2\n<size=125%><color=#ff0000><b>< WARN !! > Unauthorized Download</b></color></size> @w3\n<color=#ffee00>You are not authorized to download files to an external device with your current security clearance.</color>\n<size=125%><color=#ff0000><b>ACCESS DENIED</b></color></size>,,,,,,,,<u><color=#ffae00><b>HostileApparatusPMC/PolSec</b></color> </u><u><color=#ffae00><b>/TerminalMain/Display</b></color></u>@w2\n<size=125%><color=#ff0000><b>< ВНИМАНИЕ !! > Несанкционированная загрузка</b></color></size> @w3\n<color=#ffee00>При вашем текущем уровне допуска вы не имеете права загружать файлы на внешнее устройство.</color>\n<size=125%><color=#ff0000><b>ДОСТУП ЗАПРЕЩЕН</b></color></size>,,,,,,,,
dialogue_4SGAiqK,<b><color=#6bd600>Override Security Protocols</color></b>,,,,,,,,<b><color=#6bd600>Переопределить протоколы безопасности</color></b>,,,,,,,,
dialogue_Oiqie8q,Class Statistics System (CSS),,,,,,,,Система статистики классов (CSS),,,,,,,,
dialogue_W4A8mSa,"<color=#00ffff>Welcome to the </color><color=#00ff00>Class System</color><color=#00ffff>, Commander.</color>@w2\n<color=#00ffff>I will instruct you on each of the different Classes and what they specialize in and how to improve your own class level.</color>\n<color=#00ffff>First, you may choose only </color><color=#ff0000><u>ONE</u> Main character class</color><color=#00ffff>.</color>@w2\n<color=#00ffff>Only upon mastering that class, can you choose a </color><color=#ffa000>second sub-class</color><color=#00ffff>.</color>@p9\n<color=#00ffff>You may only possess one main class and one sub class, Commander. However, there are </color><color=#ffff00>special rank classes </color><color=#00ffff>that can be obtained by completing any number of special tasks, events or achievements.</color>@p9\n<color=#00ffff>Each character class has a unique set of missions used to increase the Class level up to a maximum of 5.</color>@w2\n<color=#00ffff>With each increase in Class Level you will gain additional damage, reload speed, accuracy and reduced recoil for that class' chosen weapon types.</color>@w2\n<color=#00ffff>The missions can be found in your </color><color=#ffffff><b>PDA (F1)</b></color><color=#00ffff> after you have chosen your preferred class.</color>@p9\n<u><color=#ffffff>The available classes are:</color></u>\n<b><color=#0088ff>Soldier:</color></b> Specializes in Automatic Rifles, Grenade and Rocket Launchers.@w2\n<b><color=#00ffff>Marksman:</color></b> Specializes in Sniper Rifles, Laser Rifles and Crossbows.@w2\n<b><color=#ff0000>Agent:</color></b> Specializes in Pistols, Submachine Guns and Laser Pistols.@w2\n<b><color=#ffa000>Vanguard:</color></b> Specializes in Shotguns and Miniguns.@w2\n<b><color=#ffff00>Specialist:</color></b> Specializes in Flamethrowers, Plasma Cannons and Alien Weaponry.@w2\n<b><color=#00ff00>Engineer:</color></b> Non-combat class that specializes in Multitools, Drills and Chainsaws; with a bonus to Warp Drive range.@p9\n<color=#00ffff>These are your primary class choices, Commander.</color>@w2\n<color=#00ffff>If you pick a class you are not comfortable with, you cannot change to another one. So ensure that you are picking the class with skills best suited to your combat style.@w2</color>\n<b><color=#ffffff>Do you understand?</color></b>",,,,,,,,"<color=#00ffff>Добро пожаловать в </color><color=#00ff00>Систему классов</color><color=#00ffff>, командир.</color>@w2\n<color=#00ffff>Я расскажу вам о каждом из классов, о том, на чем они специализируются, и о том, как улучшить свой собственный уровень класса.</color>\n<color=#00ffff>Во-первых, вы можете выбрать только </color><color=#ff0000><u>ОДИН</u> Класс главного героя</color><color=#00ffff>.</color>@w2\n<color=#00ffff>Только после освоения этого класса вы сможете выбрать </color><color=#ffa000>второй подкласс</color><color=#00ffff>.</color>@p9\n<color=#00ffff>У вас может быть только один основной класс и один подкласс, Командир. Однако существуют </color><color=#ffff00>специальные классы рангов </color><color=#00ffff>, которые можно получить, выполнив любое количество специальных задач, событий или достижений.</color>@p9\n<color=#00ffff>Каждый класс персонажей имеет уникальный набор миссий, используемых для повышения уровня класса максимум до 5.</color>@w2\n<color=#00ffff>С каждым повышением уровня класса вы получаете дополнительный урон, скорость перезарядки, точность и уменьшение отдачи для выбранных типов оружия этого класса.</color>@w2\n<color=#00ffff>Миссии можно найти на вашем </color><color=#ffffff><b>КПК (F1)</b></color><color=#00ffff> после того, как вы выбрали предпочитаемый класс.</color>@p9\n<u><color=#ffffff>Доступные классы:</color></u>\n<b><color=#0088ff>Солдат:</color></b> Специализируется на автоматических винтовках, гранатометах и ​​ракетных установках.@w2\n<b><color=#00ffff>Стрелок:</color></b> Специализируется на снайперских винтовках, лазерных винтовках и арбалетах.@w2\n<b><color=#ff0000>Агент:</color></b> Специализируется на пистолетах, пистолетах-пулеметах и ​​лазерных пистолетах.@w2\n<b><color=#ffa000>Авангард:</color></b> Специализируется на дробовиках и миниганах.@w2\n<b><color=#ffff00>Специалист:</color></b> Специализируется на огнеметах, плазменных пушках и оружии пришельцев.@w2\n<b><color=#00ff00>Инженер:</color></b> небоевой класс, специализирующийся на мультиинструментах, дрелях и бензопилах; с бонусом к дальности варп-двигателя.@p9\n<color=#00ffff>Это ваш основной выбор класса, командир.</color>@w2\n<color=#00ffff>Если вы выберете класс, который вам не нравится, вы не сможете перейти на другой. Поэтому убедитесь, что вы выбираете класс, навыки которого лучше всего подходят вашему стилю боя.@w2</color>\n<b><color=#ffffff>Вы понимаете?</color></b>",,,,,,,,
dialogue_KSGOaS4,"<color=#0088ff><b>Please repeat the explanation, IDA.</b></color>",,,,,,,,"<color=#0088ff><b>Пожалуйста, повторите объяснение, ИДА.</b></color>",,,,,,,,
dialogue_q4Oamui,<b><color=#0088ff>I understand.</color></b> <color=#ffffff>(Proceed to Class Selection)</color>,,,,,,,,<b><color=#0088ff>Я понимаю.</color></b> <color=#ffffff>(Перейти к выбору класса)</color>,,,,,,,,
dialogue_u8qCoSe,"@d0<color=#ffffff>Here is the list of Main Character Classes that you can choose from, Commander.\nYou can examine the abilities of each class by selecting one from the menu. You can then confirm your choice on that class' page or return back to this menu.</color>",,,,,,,,"@d0<color=#ffffff>Вот список основных классов персонажей, из которых ты можешь выбрать, командир.\nВы можете изучить способности каждого класса, выбрав его из меню. Затем вы можете подтвердить свой выбор на странице этого класса или вернуться в это меню.</color>",,,,,,,,
dialogue_eSimWSm,<b><color=#0088ff>Soldier Class</color></b>,,,,,,,,<b><color=#0088ff>Класс солдат</color></b>,,,,,,,,
dialogue_m08wGaq,<b><color=#00ffff>Marksman Class</color></b>,,,,,,,,<b><color=#00ffff>Класс стрелков</color></b>,,,,,,,,
dialogue_0OWaKtG,<b><color=#ff0000>Agent Class</color></b>,,,,,,,,<b><color=#ff0000>Класс агента</color></b>,,,,,,,,
dialogue_AmWS0me,<b><color=#ffa000>Vanguard Class</color></b>,,,,,,,,<b><color=#ffa000>Класс «Авангард»</color></b>,,,,,,,,
dialogue_mS4mO8l,<b><color=#ffff00>Specialist Class</color></b>,,,,,,,,<b><color=#ffff00>Специалист</color></b>,,,,,,,,
dialogue_KaOmiGg,<b><color=#00ff00>Engineer Class</color></b>,,,,,,,,<b><color=#00ff00>Класс инженер</color></b>,,,,,,,,
dialogue_8a8CemG,<b><color=#ffffff>Exit</color></b>,,,,,,,,<b><color=#ffffff>Выход</color></b>,,,,,,,,
dialogue_euyuWCu,<color=#ffffff>You can access the Class Selection and Statistics Screen via the </color><color=#0088ff><b>PDA (F1)</b></color><color=#ffffff> at any time by activating the mission</color> <b><color=#ffff00>'Character Class System'</color></b>,,,,,,,,"<color=#ffffff>Вы можете получить доступ к экрану выбора класса и статистики через </color><color=#0088ff><b>КПК (F1)</b></color><color=#ffffff> в любое время, активировав миссию</color> <b><color=#ffff00> «Система классов персонажей»</color></b>",,,,,,,,
dialogue_CeO4eCO,<b><color=#ffffff>Confirm</color></b>,,,,,,,,<b><color=#ffffff>Подтвердить</color></b>,,,,,,,,
dialogue_C4mquOC,"@d0<size=125%><color=#0088ff><b>Soldier</b></color></size>\n<color=#ffffff>Soldiers are frontline combatants trained in mid-range combat specializing in the use of </color><color=#0088ff>Assault Rifles, Pulse Rifles, Grenade Launchers and Rocket Launchers</color><color=#ffffff>. This also applies to enemy weapons of the same type.</color>\n<color=#ffffff>Each Class Level increases Weapon Damage, Reload Speed, Accuracy and reduces Recoil with their class-specific weapons.@p9</color>\n<b><color=#ffffff>Applicable Weapons:</color></b>\n<color=#00ffff>Assault Rifle</color>, <color=#00ff00>Advanced Assault Rifle</color>, <color=#ffff00>Elite Assault Rifle</color>, <color=#ffa000>Heavy Assault Rifle</color>\n<color=#00ffff>Pulse Rifle</color>, <color=#00ff00>Advanced Pulse Rifle</color>, <color=#ffff00>Tactical Stealth Rifle</color>, <color=#ffa000>Energy Pulse Rifle</color>\n<color=#00ffff>Grenade Launcher</color>, <color=#00ff00>Rocket Launcher</color>, <color=#ffff00>Guided Rocket Launcher</color>, <color=#ffa000>Advanced Guided Rocket Launcher</color>\n<color=#ff0000>Zirax Combat Rifle</color>, <color=#ff0000>Zirax Rocket Launcher</color>.",,,,,,,,"@d0<size=125%><color=#0088ff><b>Солдат</b></color></size>\n<color=#ffffff>Солдаты — это бойцы на передовой, обученные ведению боя на средней дистанции и специализирующиеся на использовании </color><color=#0088ff>штурмовых винтовок, импульсных винтовок, гранатометов и ракетных установок</color><color=#ffffff>. Это касается и однотипного вражеского оружия.</color>\n<color=#ffffff>Каждый уровень класса увеличивает урон оружия, скорость перезарядки, точность и уменьшает отдачу оружия, специфичного для класса.@p9</color>\n<b><color=#ffffff>Применимое оружие:</color></b>\n<color=#00ffff>Штурмовая винтовка</color>, <color=#00ff00>Усовершенствованная штурмовая винтовка</color>, <color=#ffff00>Элитная штурмовая винтовка</color>, <color=#ffa000>Тяжелая штурмовая винтовка</color>\n<color=#00ffff>Импульсная винтовка</color>, <color=#00ff00>Усовершенствованная импульсная винтовка</color>, <color=#ffff00>Тактическая винтовка-невидимка</color>, <color=#ffa000>Энергетическая импульсная винтовка</color>\n<color=#00ffff>Гранатомет</color>, <color=#00ff00>Ракетная установка</color>, <color=#ffff00>Ракетная установка</color>, <color=#ffa000>Усовершенствованная управляемая ракетная установка</color>\n<color=#ff0000>Боевая винтовка Zirax</color>, <color=#ff0000>Ракетная установка Zirax</color>.",,,,,,,,
dialogue_8AOKK4i,<b><color=#ffffff>Return to Main Menu</color></b>,,,,,,,,<b><color=#ffffff>Вернуться в главное меню</color></b>,,,,,,,,
dialogue_G8aGY0e,<b><color=#0088ff>Confirm Soldier Class</color></b>,,,,,,,,<b><color=#0088ff>Подтвердите класс солдата</color></b>,,,,,,,,
dialogue_S0qVGee,"@d0<size=125%><color=#00ffff><b>Marksman</b></color></size>\n<color=#ffffff>Marksmen are expert shots with scoped weapons trained in long-ranged combat specializing in the use of </color><color=#0088ff>Sniper Rifles, Laser Rifles and Crossbows</color><color=#ffffff>.</color>\n<color=#ffffff>Each Class Level increases Weapon Damage, Reload Speed, Accuracy and reduces Recoil with their class-specific weapons@p9</color>\n<b><color=#ffffff>Applicable Weapons:</color></b>\n<color=#00ffff>Sniper Rifle</color>, <color=#00ff00>Heavy Sniper Rifle</color>, <color=#ffa000>M77 Anti-Tank Rifle, </color><color=#ff0000>Zirax Marksman Rifle</color>\n<color=#00ffff>Laser Rifle</color>, <color=#00ff00>Advanced Laser Rifle</color>, <color=#ffa000>Plasma Rifle</color>\n<color=#00ff00>Repeating Crossbow</color>, <color=#ffa000>Plasma Crossbow</color>",,,,,,,,"@d0<size=125%><color=#00ffff><b>Стрелок</b></color></size>\n<color=#ffffff>Стрелки – это опытные стрелки с оптическим оружием, обученные ведению боя на дальних дистанциях и специализирующиеся на использовании </color><color=#0088ff>снайперских винтовок, лазерных винтовок и арбалетов</color><color=#ffffff>.</color>\n<color=#ffffff>Каждый уровень класса увеличивает урон оружия, скорость перезарядки, точность и уменьшает отдачу оружия, специфичного для класса.@p9</color>\n<b><color=#ffffff>Применимое оружие:</color></b>\n<color=#00ffff>Снайперская винтовка</color>, <color=#00ff00>Тяжелая снайперская винтовка</color>, <color=#ffa000>Противотанковая винтовка M77, </color><color=#ff0000>Стрелковая винтовка «Зиракс»</color>\n<color=#00ffff>Лазерная винтовка</color>, <color=#00ff00>Усовершенствованная лазерная винтовка</color>, <color=#ffa000>Плазменная винтовка</color>\n<color=#00ff00>Многозарядный арбалет</color>, <color=#ffa000> Плазменный арбалет</color>",,,,,,,,
dialogue_eaimWKq,<b><color=#ffffff>Return to Main Menu</color></b>,,,,,,,,<b><color=#ffffff>Вернуться в главное меню</color></b>,,,,,,,,
dialogue_GS8Wuei,<b><color=#00ffff>Confirm Marksman Class</color></b>,,,,,,,,<b><color=#00ffff>Подтвердите класс стрелка</color></b>,,,,,,,,
